release_date,followers
2022-10-07,41088
2020-04-28,34810
2022-09-30,455
2018-10-04,2698
2022-10-07,23163
2022-10-14,10579
2018-09-21,55512
2013-07-26,6719613
2022-10-21,413379
2020-10-23,8429
2021-06-23,33993
2018-09-07,55512
2019-02-08,1224306
2022-10-14,10579
2017-04-07,30632
2019-12-20,51440
2022-10-14,14960
2018-06-01,27248
2021-12-17,51440
2016-09-16,33993
2015-07-02,1224306
2019-04-30,1224306
2019-03-29,1440920
2012-09-11,1135073
2016-05-07,60983
2003-01-01,1135073
2003-01-01,1135073
2014-06-17,377431
2021-06-25,503123
2001,1595
2021-03-12,54579
2017-02-17,953
2022-08-25,115100
2022-05-27,107052
2022-08-12,17048
2016-09-02,19477
2020-09-25,2572
2022-07-22,72565
2021-10-22,46800
2018-06-21,25266
2014-01-01,1729981
2022-10-07,86456
2022-04-08,259899
2021-11-18,545639
2020-07-20,4865
2017-11-03,31915
2000-08-13,2011254
2018-12-21,24496
2019-07-19,28986
1992-04-28,1172789
2022-10-17,3970
2004-08-31,2212308
2013-11-18,6719613
1992-02-21,5725268
2007-11-27,2011254
1992-02-21,5725268
2018-03-30,76842
2022-10-10,7709
2020-02-28,6719613
2018-08-10,1224306
2022-10-07,2941
2007,1135073
2017-04-07,30632
2019-03-29,1440920
2022-10-21,316099
2020-02-28,6719613
2022-10-21,316099
2022-10-14,316099
2016-09-16,33993
2011-09-27,987212
2007,1135073
2020-11-03,34810
2003-06-01,377431
2000-10-16,377431
2003-01-01,1135073
2014-06-17,377431
2014-06-17,377431
2012-09-11,1135073
2022-06-29,3
2017-09-22,443153
2020-07-10,809
2020-05-22,1271
2021-10-29,64268
2021-08-06,105015
2021-08-06,38825
2021-12-03,45231
2019-08-14,15681
2021-07-02,60999
2021-04-30,259899
2014-01-01,503123
2018-09-21,376014
2020-06-26,14771
2021-05-14,38825
2017-10-04,131045
2008-04-25,1172789
2022-03-31,778321
2016-12-09,107052
2014-02-25,81643
2007-07-31,6719613
2021-04-23,13847
2020-02-28,6719613
2011-10-11,6719613
2002-09-16,778321
2020-11-20,8429
2022-04-01,6025
2017-09-08,1224306
2008-01-17,29105
2021-12-03,11017
2013-10-19,1224306
2010-09-02,15851
2000-01-01,5725268
2022-08-19,6719613
2012-09-11,1135073
2002-02-01,6025
2021-11-19,100025
2006-04-28,60130
2020-11-03,34810
2019-04-20,55512
2003-01-01,1135073
2016-05-07,60983
2020-11-03,34810
2012-09-11,1135073
2022-10-21,255117
2016-05-07,60983
2022-10-14,255117
2014-06-17,377431
2017-02-02,377431
2012-09-11,1135073
2019-10-01,16425
2018-10-04,418291
2021-11-05,503123
2020-07-03,42280
2020-08-14,27855
2016-06-29,42000
2021-01-25,189118
2022-09-30,105015
2021-06-18,86456
2021-11-26,6021
2019-06-14,87841
2017-06-15,23665
2022-01-28,25822
2022-01-21,203235
2019-01-25,26930
2021-03-28,5951
2021-01-15,45231
2016-03-09,42000
2021-07-16,21131
2022-09-16,60999
2018-12-30,8888
2017-08-04,39008
2016-03-18,42000
2021-06-25,3032
2021-03-05,14614
2018-04-14,131045
2019-01-25,26930
2018-06-01,131045
2021-11-26,130241
2008-10-13,1652417
1994-08-08,1375452
2010-09-02,15851
2004-02-02,816799
2016-12-05,34110
2020-01-31,1224306
1969,12169
2016-12-02,1224306
2020-05-22,7543
2022-08-19,6719613
2013-09-18,100025
2018-09-14,1224306
2022-10-14,208244
2021-03-12,60983
2022-08-01,100025
2015-12-04,1440920
2003-01-01,1135073
2022-08-12,34810
2014-10-30,377431
2000-10-16,377431
2014-10-30,377431
2014-10-03,503123
2019-08-16,503123
2020-07-02,91656
2017-02-17,257500
2019-06-21,28986
2020-09-18,6607
2020-05-15,203235
2022-06-24,107052
2020-05-01,606
2022-01-21,443153
2018-01-19,48109
2020-01-17,2833
2018-09-21,1729981
2017-08-17,7651
2022-07-22,7394
2022-10-21,545639
2020-02-19,26930
2021-05-28,14872
2018-09-14,443153
2018-05-18,6719613
2022-08-05,131045
2022-05-13,6719613
2012-01-24,2212308
2020-11-13,131045
2021-04-30,1652417
2004-08-31,2212308
2000-09-26,2212308
2022-04-01,2212308
2019-04-12,6719613
2022-06-10,51440
2022-07-08,6719613
1991-09-11,60130
2013-10-24,1224306
2013-07-26,6719613
2015-07-02,1224306
2013-07-26,6719613
2018-07-06,518137
2020-05-29,60983
2003-01-01,1135073
2002-11-12,2011254
2019-04-30,1224306
2016-09-16,33993
2013-10-19,1224306
2011-09-27,987212
2013-10-19,1224306
2007-09-01,36956
2002-02-01,6025
2019-05-10,60983
2022-10-21,61141
2016-08-02,377431
2017-12-08,87841
2019-05-24,376014
2019-07-12,259899
2017-05-19,19477
2019-02-01,45231
2021-10-01,259899
2022-07-22,39156
2019-11-08,15126
2020-03-31,14960
2022-06-24,124711
2017-07-24,42984
2017-03-10,24835
2016-10-14,3440
2022-04-29,259899
2019-05-08,1313
2019-01-24,125430
2022-09-23,115642
2020-03-31,14960
2009-02-23,2212308
2022-03-04,259899
2015-12-11,130241
1992,413379
2022-08-26,1375452
2022-04-12,6719613
1999,1545780
2012-06-26,1652417
2021-10-05,16049
2006-08-21,2212308
2008-10-13,1652417
2021-04-30,1652417
2021-03-12,18842
1969,12169
2022-08-30,16049
2022-08-19,6719613
1992-02-21,5725268
2022-04-12,7741
2022-10-07,11436
2013-10-24,1224306
2022-02-18,51440
2020-02-18,55512
2003-08-12,213467
2014-04-15,18842
2007,1135073
2009-01-01,1135073
2003-06-01,377431
2005-01-01,1135073
2009-01-01,1135073
2020-11-03,34810
2014-06-17,377431
2019-05-10,60983
2014-01-01,503123
2021-02-05,105015
2019-04-25,72565
2019-10-04,376014
2019-11-22,72565
2021-11-05,105015
2022-03-18,42280
2021-02-18,175858
2020-03-13,87841
2015-03-17,418291
2020-06-26,259899
2015-08-01,7194
2022-05-13,376014
2021-04-30,42000
2020-06-12,60175
2020-03-31,14960
2019-07-09,2226
2017-12-25,14146
2021-06-25,28555
2021-10-08,91656
2022-05-13,34089
1993-09-02,2179393
2013-11-18,6719613
2022-08-26,1375452
2022-08-26,1375452
1998,778321
2003-01-01,817178
2022-03-31,778321
2007-04-10,743409
1999-03-09,817178
2022-10-14,5459
2008-03-07,778321
2017-11-21,6184
2017-04-21,1224306
2005-01-01,29105
2016-01-29,76842
2011-10-11,6719613
2018-01-24,60130
2013-07-26,6719613
2005-01-01,1135073
2019-05-10,60983
2022-08-19,6719613
2020-11-03,34810
2007,1135073
2021-03-12,60983
2018-05-11,1224306
2016-05-07,60983
2020-11-03,34810
2014-06-17,377431
2005-05-21,377431
2022-04-29,21131
2018-09-07,87841
2019-11-21,7651
2022-09-09,48966
2019-10-04,54509
2022-10-07,39156
2020-04-10,23665
2021-01-15,664
2019-12-06,3066
2019-05-23,20226
2019-11-01,87841
2021-01-22,9900
2020-12-04,87841
2021-04-30,34457
2022-07-22,125430
2020-05-29,14960
2021-03-03,26930
2016-12-05,7194
2022-06-10,10940
2022-05-27,12486
2020-06-19,2212308
2021-09-03,443153
2022-04-29,48109
2020-02-14,1375452
2005,2011254
2007-04-10,743409
2003-05-05,2212308
2018-01-18,1729981
2018-05-18,6719613
2002,2011254
2005-09-07,1652417
2003-05-05,316099
2018-07-02,7543
2022-10-07,14706
2020-11-18,11504
1996-09-13,817178
2018-01-12,1440920
2015-12-23,51440
2013-10-24,1224306
2017-07-07,33993
2005-01-01,1135073
2021-03-12,60983
2015-07-02,1224306
2022-08-12,34810
2014-06-17,377431
2000-10-16,377431
2012-09-11,1135073
2016-08-02,377431
2018-05-11,1224306
2014-06-17,377431
2014-06-16,81643
2015-01-05,418291
2021-01-29,503123
2022-10-13,10940
2017-07-07,118456
2021-08-20,99145
2021-05-07,10940
2020-05-29,49506
2022-08-26,64268
2022-10-14,130241
2019-11-21,7651
2015-02-20,257500
2019-10-18,154160
2018-08-17,89190
2021-10-08,28556
2020-03-27,35777
2017-06-14,307
2022-07-15,10940
2019-10-25,22532
2020-09-18,14872
2022-09-30,14860
2021-05-05,14771
1993-09-02,2179393
2021-07-02,49506
2017-03-20,2009
2022-10-07,10440
2011-09-21,1375452
2021-08-27,22403
2022-07-15,9464
2015-09-04,6719613
2020-09-25,6719613
2021-04-09,38601
2020-02-28,6719613
2010-09-02,15851
2020-10-19,11017
2018-07-27,1224306
1994,186530
2020-11-20,127768
2017-07-28,16049
2011-09-27,987212
2018-08-24,27248
2017-04-07,30632
2019-05-10,60983
2013-09-18,100025
2016-12-02,1224306
2021-03-12,60983
2019-05-10,60983
2014-06-17,377431
2016-08-02,377431
2006-01-01,1135073
2021-04-23,99145
2016-09-16,545639
2016-10-07,154160
2019-08-16,1690
2020-05-14,29775
2022-09-16,115100
2016-05-09,41860
2021-03-05,64268
2021-12-23,5994
2022-08-26,105015
2019-10-22,4006
2021-10-22,259899
2022-07-20,86456
2020-06-19,2212308
2022-10-14,130241
2020-07-17,14614
2016-06-10,42984
2022-10-14,130241
2019-01-18,58995
2018-09-21,1729981
2022-10-07,46048
2022-10-14,46048
2022-10-07,10440
1973-09-01,34513
2011-10-11,6719613
1990,542927
2006-08-21,2212308
2022-07-01,60175
2011-10-11,6719613
2017-05-05,1224306
2022-10-14,13847
2021-04-09,38601
2022-05-13,131045
2014-11-07,1375452
2022-08-19,6719613
2018-06-08,55512
2022-10-21,325832
2007-09-01,36956
1996-09-10,319747
2011-09-27,987212
2013-10-28,1224306
2009-12-18,1135073
2013-09-18,100025
2022-10-14,136241
2022-10-14,85573
2020-11-03,34810
2006-01-01,1135073
2014-06-17,377431
2022-10-14,325832
2022-10-14,325832
2017-03-22,376014
2021-09-09,503123
2022-10-21,503123
2020-06-26,25822
2020-10-23,418291
2019-03-15,39008
2022-01-28,86456
2020-02-21,7651
2019-10-18,259899
2021-07-30,14863
2020-11-27,12928
2020-07-17,14146
2018-10-07,1127
2017-10-25,101558
2022-08-12,23163
2022-10-14,130241
2020-12-18,3540
2020-06-19,2212308
2018-01-29,24496
2020-06-19,2212308
2019-10-18,37044
2017-12-01,6719613
2017-12-01,6719613
2018-02-23,31233
2015-09-04,6719613
2021-03-26,2212308
1996-02-20,2179393
2013-07-26,6719613
2002-07-01,1729981
2022-08-26,1375452
2008-10-13,1652417
2022-02-25,22111
2020-05-12,11504
2008,213467
2002,2011254
2020-02-28,6719613
1992-02-21,5725268
2016-06-17,1652417
2011-09-27,987212
2016-01-29,76842
2017-08-22,19112
2016-12-09,19112
1994-02-28,136241
1995-04-03,817178
2015-07-02,1224306
2013-10-28,1224306
2019-05-10,60983
2014-06-17,377431
2014-06-17,377431
2022-08-12,34810
2020-05-01,25519
2020-07-24,27235
2022-02-11,48407
2018-05-11,10440
2019-07-19,124711
2016,20226
2017-07-14,545639
2021-01-22,29164
2019-10-28,1597
2020-06-05,26930
2017-09-08,203235
2021-10-08,14863
2021-08-20,124711
2020-12-04,15950
2022-01-14,7394
2018-11-02,14771
2022-01-12,15950
2009-02-23,2212308
2021-07-08,26930
2001-04-16,714708
2009-12-18,2011254
2000-07-13,139415
2000-01-01,760769
2017-03-24,21131
2020-05-23,19054
2022-03-31,778321
2021-04-30,1652417
2021-04-30,1652417
2019-05-17,1729981
2016-10-07,778321
2016-06-03,743409
2016-06-17,1652417
1974,34513
2020-02-14,1224306
2008-03-07,778321
2014-04-15,18842
2020-05-08,27248
2019-04-05,58995
2018-07-02,7543
2019-01-07,7543
2001-12-04,817178
2013-07-09,202648
2017-08-22,19112
2009-01-01,1135073
2011-06-21,27248
2015-07-02,1224306
2012-09-11,1135073
2018-12-20,100025
2022-08-12,34810
2003-01-01,1135073
2014-04-18,418291
2019-05-17,86456
2021-11-12,107052
2021-08-20,203235
2022-01-06,4865
2021-09-17,118456
2022-02-18,48109
2018-03-01,5994
2019-10-11,130241
2022-01-21,851
1996-05-03,5725268
2021-07-02,10940
2022-01-21,376014
2021-04-30,8888
2022-10-20,5206
2019-01-11,337434
2019-08-16,443153
2022-10-07,86456
2020-10-09,6719613
2005-07-11,542927
2017-03-03,2505
2005,2011254
2003-03-15,167333
2022-10-20,5206
2018-05-18,95146
2020-03-20,11504
2004-08-31,2212308
2022-10-20,5206
2022-10-07,5206
2022-10-07,5206
1996-09-13,817178
2022-10-07,5206
1990-07-20,5725268
2022-10-07,5206
2022-10-05,5206
2017-09-15,76842
2016-12-05,34110
1994,5725268
2022-08-19,6719613
2007,1135073
2020-12-04,18842
1995-04-03,817178
2016-09-16,33993
2015-11-20,1135073
2020-12-18,11504
2011-09-27,987212
2019-06-27,100025
2019-04-30,1224306
2016-05-07,60983
2012-09-11,1135073
1991-09-26,21818359
2000-10-24,29401899
2003-03-25,29401899
2010-09-08,29401899
2017-05-19,29401899
2002-11-12,4676553
2012-06-19,29401899
2007-05-14,29401899
2012-06-19,29401899
1991-09-26,21818359
2003-12-09,2645530
2017-05-19,29401899
2009-06-12,29401899
1991-09-26,21818359
2012-06-19,29401899
2007-05-14,29401899
2007-05-14,29401899
2003-03-25,29401899
2001-01-01,3876734
2000-10-24,29401899
2000-10-24,29401899
1994-11-01,21818359
2003-03-25,29401899
1993-09-21,21818359
2003-03-25,29401899
2000-10-24,29401899
2022-10-07,7473955
2022-10-07,4676553
2022-10-18,4676553
2022-10-12,3769778
2022-10-07,3769778
2022-10-21,3495018
2022-10-07,4341837
2022-10-12,4676553
2022-10-11,4935183
2022-10-12,4676553
2022-10-14,4780537
2022-10-07,5688533
2022-10-12,3876734
2022-10-11,3495018
2022-10-21,4341837
2022-10-07,4780537
2022-10-21,4341837
2022-10-21,4341837
2022-10-14,4341837
2022-10-21,5688533
2022-10-14,4341837
2022-10-20,5688533
2022-10-07,3776244
2022-10-14,4780537
2010-09-08,29401899
2010-09-08,29401899
2007-05-14,29401899
2017-05-19,29401899
2017-05-19,29401899
2005-03-22,2096919
2017-05-19,29401899
2003-03-25,29401899
2012-06-19,29401899
2003-03-25,29401899
2000-10-24,29401899
2007-05-14,29401899
2007-01-01,1190165
2005-01-01,2001559
2000,4676553
2012-06-19,29401899
2005-09-26,7473955
2008-11-14,7473955
2003-03-25,29401899
2012-06-19,29401899
2001-09-11,7473955
1991-09-26,21818359
2014-06-09,29401899
2000-10-24,29401899
1997-05-20,12496619
2002-10-29,21818359
2006-01-01,4935183
2007-09-25,12496619
2004-08-10,1190165
2022-10-07,2096919
2022-10-07,2645530
2022-10-11,2267461
2022-10-07,2645530
2022-10-07,652519
2022-10-07,1549503
2022-10-21,2756299
2022-10-14,2756299
2022-10-14,1681079
2022-10-07,1336105
2022-10-21,1549503
2022-10-21,1549503
2022-10-14,1990446
2022-10-14,1549503
2022-10-07,851574
2022-10-12,1268403
2022-10-14,1549503
2022-10-14,1268403
2022-10-07,1268403
2022-10-07,1268403
2022-10-10,1268403
1999,9486216
2013-10-25,29401899
2005-09-26,7473955
2005-08-16,3769778
1994,5712327
2004-01-01,3646968
2017-05-19,29401899
2017-05-19,29401899
1994-11-01,21818359
2009-06-19,29401899
2007-05-14,29401899
1999-10-26,3489279
2003-07-22,6757154
2001-01-01,2267461
2000-10-24,29401899
2002-10-29,21818359
2003-03-25,29401899
2005-06-14,12496619
2002-11-17,4854962
1991-08-27,9486216
2000-10-24,29401899
2004-08-10,1190165
2006-06-25,6757154
1993-09-21,21818359
2005,4676553
1991-08-27,9486216
2005-09-26,7473955
1991-08-27,9486216
2003-03-25,29401899
2006-06-25,6757154
2015-03-30,6757154
1991-09-26,21818359
1993-09-21,21818359
2005-01-01,4854962
2006-01-01,4935183
1994-03-09,4780537
2007-01-01,1190165
2001-01-01,3876734
2006-06-25,6757154
2010-09-21,645302
2003-04-19,6757154
2009,947434
1999-11-02,12496619
1992-10-06,670874
2022-10-07,882029
2022-10-07,876116
2022-10-11,882029
2022-10-14,876116
2022-10-07,1483170
2022-10-07,1027706
2010-09-08,29401899
2006-10-01,2294726
2011-10-21,29401899
2005,7473955
2012-06-19,29401899
2017-05-19,29401899
2017-05-19,29401899
2003-09-23,7473955
2000-10-24,29401899
2011-01-01,4935183
2018-04-06,3769778
2002,4854962
2006,3016957
2009-01-01,3769778
2005-09-26,7473955
1991,9486216
2000-10-24,29401899
2003-03-25,29401899
1994-11-01,21818359
2014-07-08,2216226
2001-01-01,959218
2006-06-25,6757154
2011-01-01,4935183
2007-01-01,2260504
2003-04-08,3495018
2014-06-09,29401899
2014-06-09,29401899
1997-05-20,12496619
1999-01-01,3876734
2009-09-19,9486216
2011-04-12,12496619
1992-01-01,1268403
2006-01-01,4935183
1992-09-29,5712327
2014-06-09,29401899
2011-11-14,7473955
2003-03-25,29401899
2003-03-25,29401899
2011-03-22,1549503
2022-05-06,6757154
2015-06-23,4935183
1994-11-01,21818359
1991-08-27,9486216
1990-08-01,5712327
2004-08-10,1190165
2007-01-01,3646968
2005,7473955
2022-10-07,338259
2022-10-07,338259
1998-02-12,670383
2020-03-20,4935183
2007-05-14,29401899
2007-05-14,29401899
2006-10-01,2294726
2012-06-19,29401899
2001-08-20,2756299
2012-07-10,108860
2002-11-01,2615471
2008-11-14,7473955
2022-10-05,7473955
2006-10-01,2294726
2012-06-19,29401899
2001-08-28,2195987
2002,4854962
2003-03-25,29401899
2011-01-01,4935183
1991-09-26,21818359
1994-03-22,1181571
2002-11-12,4676553
2008-11-14,7473955
2000-01-01,2096919
2022-10-05,7473955
2020-06-19,3876734
2006-06-25,6757154
1989-06-01,21818359
1992-12-14,21818359
2007-01-01,797287
2002-11-05,1167566
2015-03-30,6757154
1998-01-01,1336105
1996-01-01,876116
2020-10-09,29401899
2009-09-30,173803
2008-01-01,2001559
2015-03-30,6757154
2001,2645530
2002-10-22,12496619
2003-03-25,29401899
1994-06-07,3776244
1991-09-26,21818359
2000-10-24,29401899
2018-04-27,3495018
1995,5688533
2011-11-14,7473955
2015-06-23,4935183
2004-08-10,1190165
2022-10-11,287150
1992-09-29,5712327
1996-11-05,670383
2012-01-01,645302
2002,29401899
2018-04-06,3769778
2010-09-08,29401899
2010-09-08,29401899
2012-06-19,29401899
2004-11-09,4935183
2007-05-14,29401899
2022-09-07,7473955
2009-01-01,3769778
2004-01-01,797287
2011-05-27,29401899
2011-02-01,873464
2001-10-23,3489279
2007-05-14,29401899
2016-10-07,1190165
2007-05-14,29401899
2018-04-13,4935183
2004-11-23,21818359
2005-01-01,2001559
2007-01-01,3646968
2000-10-24,29401899
2013-11-15,2294726
1992-09-29,3776244
1992-09-29,5712327
2020-10-09,29401899
2020-10-09,29401899
2010-01-01,421968
2017-10-27,2216226
1991-09-26,21818359
1992-12-14,21818359
1994-01-01,851574
1992-09-29,5712327
1994-11-01,21818359
1994-11-01,21818359
1997-04-08,1681079
2014-11-17,7473955
2008-01-01,934038
2001-08-28,2195987
2015-04-10,1549503
1993-09-21,21818359
1993-09-21,21818359
1991-09-26,21818359
2002-10-22,12496619
2018-04-27,3495018
2006-01-01,4935183
2022-10-14,1190165
2022-10-14,1190165
1993-07-27,5688533
2020-11-13,3776244
2022-10-21,511803
2021-10-08,44247
2005-08-30,3769778
2010-09-08,29401899
2013-05-17,3769778
2012-06-19,29401899
2009-01-01,3769778
2011-02-01,873464
1999-08-24,568911
2020-07-20,2260504
2007-01-01,421968
2005-08-16,3769778
2002,4854962
1991-09-26,21818359
1989-06-01,21818359
2002-11-12,4676553
2003-03-25,29401899
2011-11-21,2294726
2007-05-14,29401899
2008-11-14,7473955
2015-06-23,4935183
2008-01-01,4676553
2007-05-14,29401899
2003-05-13,2756299
2007-05-14,29401899
2009-07-14,2294726
2009-09-30,173803
2009-11-03,12496619
2007,2096919
2019-10-18,12496619
2018-04-13,3495018
2009-09-22,6757154
1994-12-06,1990446
1997-01-01,3876734
2022-05-06,6757154
2017-09-15,12496619
1989-06-01,21818359
1997-05-20,12496619
1994-11-01,21818359
2022-10-14,1190165
2022-10-14,1190165
2008-06-23,4341837
2018-04-27,3495018
2022-10-14,1190165
1994-03-09,4780537
2022-10-14,1190165
2022-10-14,1190165
1994-11-01,21818359
2022-10-14,1190165
2022-10-14,1190165
2022-10-14,1190165
2001-08-20,2756299
1990-01-01,1338748
2010-09-08,29401899
1997-04-08,1681079
2013-05-17,3769778
2002,29401899
2004-04-13,991870
2011-01-01,4676553
2000,4676553
2010-01-01,645302
2004-01-01,4935183
1993-07-27,5688533
2010-01-01,2096919
2002-11-17,4854962
2004-01-01,4935183
2007-05-14,29401899
2004-01-01,4935183
2002-10-29,21818359
2003-05-27,4341837
2009-09-30,173803
2011-11-14,7473955
2013-01-01,9486216
2002-01-01,3646968
2007-01-01,421968
2020-10-09,29401899
2015-09-18,4341837
2015-09-18,4341837
1994-11-22,9486216
2020-10-09,29401899
2008-06-23,4341837
2004,1551180
2009-01-01,389990
2020-02-07,3776244
2007-05-14,29401899
2005-09-26,7473955
1993-09-21,21818359
2012-03-23,4341837
2006-06-25,6757154
1996-10-01,2615471
1993-09-21,21818359
1998-06-01,882029
2006-01-01,4935183
2004,1551180
2011-01-01,389990
2002-10-29,21818359
1993-10-19,9486216
1996-10-01,2615471
2012-04-03,1549503
2008-02-10,417652
2019-08-09,405472
2002-01-03,402670
2009-01-01,3769778
2006-11-20,2294726
2007-05-14,29401899
2022-09-28,3495018
2018-05-04,4341837
2011-05-27,29401899
2002,29401899
2016-02-12,2294726
2010-01-01,645302
2002-08-27,3769778
2013-01-01,9486216
2020-10-22,9486216
2003-03-25,29401899
2002,4854962
2013-11-15,2294726
2006-11-28,3489279
2009-01-01,389990
2010,2096919
2000-05-23,2615471
2009-01-01,3876734
2009-01-01,3876734
2007,2096919
2020-10-09,29401899
2000-10-24,29401899
1993-07-27,5688533
2009-01-01,3876734
1997-04-08,1681079
2003-12-09,2645530
2005-09-26,7473955
1999-01-01,3876734
2009-09-30,173803
2005-01-01,3646968
1991-09-26,21818359
1993-09-21,21818359
2001-01-01,3876734
1993-09-21,21818359
2012-10-02,6757154
1998-02-17,9486216
2022-08-02,1190165
1994-12-06,1990446
1989-06-01,21818359
1995-03-14,1181571
2006-01-01,4935183
2006-01-01,4935183
1995,5688533
1994-11-01,21818359
2012-10-17,3016957
1996-11-05,670383
2003-11-10,3776244
2012-01-01,2096919
2018-04-06,3769778
1992-09-29,3776244
2012-01-01,4676553
2007-05-14,29401899
2002,29401899
2007-01-01,947434
2016-02-12,2294726
2006-11-28,3489279
2019-09-13,2645530
2005-03-22,2096919
2003-03-25,29401899
2020-04-10,348268
2015-11-13,1037618
2007-01-01,75459
1994-11-01,21818359
2011-04-12,12496619
2020-10-09,29401899
2020-06-26,109798
2014-06-09,29401899
2008-01-01,23832
2022-06-22,652519
2007-05-14,29401899
2000-09-25,670874
2018-04-13,4935183
2005-04-26,292118
2015-07-17,652519
2003-12-09,2645530
2007-09-29,2615471
2022-07-15,602136
2014-06-09,29401899
2000-10-24,29401899
2000-10-24,29401899
2007-01-01,1190165
2018-05-04,4341837
2000-10-31,3495018
2022-07-19,1190165
2008-11-14,7473955
1994-11-01,21818359
2010-01-01,2096919
1993-09-21,21818359
1993-09-21,21818359
2022-10-04,1190165
2005-01-01,4854962
1990-08-01,5712327
2003-01-01,718250
2014-01-01,3646968
2015-09-18,2260504
2020-05-15,417652
1994-03-09,4780537
2005-08-30,3769778
2008-01-01,4676553
2019-02-22,340422
2005-01-01,699894
2002,29401899
2020-06-26,109798
2021-01-29,44247
2010-01-01,645302
2020-01-24,4935183
2003-03-25,29401899
2006,873464
2007-05-14,29401899
2002-11-17,4854962
2020-10-09,29401899
2002,1987671
2007-09-15,2615471
2000-10-24,29401899
2009-07-14,2294726
1991-09-26,21818359
2020-08-14,389990
2004-01-01,4935183
1993-07-27,5688533
2014-06-09,29401899
1992-12-14,21818359
2000-10-24,29401899
2000-10-24,29401899
2020-07-22,6757154
2018-04-13,4935183
2020-08-21,444789
2015-06-23,4935183
2000-10-24,29401899
1994-01-01,1336105
1994,5712327
1995-03-27,1308167
1994-11-01,21818359
1995,5688533
2008-08-19,2756299
2022-09-08,1190165
2008-06-23,4341837
1999-10-29,1483170
1995-01-01,1268403
1993-10-19,9486216
2011-01-01,2260504
1999-10-26,3489279
2008-08-19,2756299
2013-11-08,2615471
2013-11-11,4341837
2019-08-16,417652
2022-06-24,4341837
1997-04-15,402670
1999,9486216
2002-11-17,4854962
2013-10-25,29401899
2006,873464
2018-03-16,287150
2017-09-15,12496619
2010-01-01,645302
2010-09-21,645302
2007-05-14,29401899
2002,29401899
1993-07-16,952390
2018-11-16,2260504
2016-02-12,2294726
2011-11-21,2294726
2015-11-13,1037618
2003-03-25,29401899
2003-03-25,29401899
2002-07-22,156811
1995-10-30,5712327
2007-05-14,29401899
2007-01-01,2260504
2010-01-01,2001559
2015-01-01,3876734
1995-07-04,12496619
2000-10-24,29401899
2009-09-22,6757154
2011-12-22,292118
1992-12-14,21818359
1993-09-21,21818359
2009-09-22,6757154
2012-04-09,1549503
2010-01-01,3495018
1997-01-01,3876734
1994-11-01,21818359
2002-11-08,9486216
2013-05-14,602136
2003-12-09,2645530
2021-02-12,64703
2018-03-09,6757154
1993-07-27,5688533
2006-06-25,6757154
2001-01-01,5688533
1989-06-01,21818359
1993-01-01,93120
2003-11-10,3776244
2014-02-18,670383
1995,670383
2008-03-11,670383
1991-10-08,4780537
2021-12-15,417652
2018-04-06,3769778
2016-11-18,652519
2006-05-02,9486216
2019-07-25,4676553
2017-12-15,29401899
2013-05-17,3769778
2020-01-24,4935183
2000-01-01,2096919
2009-09-22,6757154
2005-08-16,3769778
2020-10-09,29401899
2007-05-14,29401899
1992-12-14,21818359
2020-12-11,2260504
2014-06-09,29401899
2002-01-01,3646968
2012-10-17,3016957
2020-10-09,29401899
1999-11-02,12496619
2009-09-22,6757154
2000-10-24,29401899
2012-03-23,4341837
2005-10-05,263660
2010-10-05,797287
2011-01-01,4676553
2008-04-01,2216226
1998-01-01,1336105
2022-05-06,6757154
2004-11-23,21818359
2010-01-01,699894
1995-03-14,1181571
1994-01-01,1336105
2010-01-01,699894
1998,465231
2009-09-30,173803
2013-09-27,1190165
1996-03-25,378410
1995-10-26,402670
2001-01-01,322217
1994-11-22,9486216
2012-08-31,2615471
2001-01-01,322217
2001-01-01,5688533
2017-07-28,197361
1999-02-09,1181571
1998-11-20,9486216
2005-08-23,448097
2008-08-16,606371
2011-04-18,4341837
1991-10-08,4780537
2014-07-01,3769778
2017-02-16,29401899
2017-10-13,2216226
2007-05-08,88780
2002,29401899
2002,29401899
2006-10-01,2294726
2016-02-12,2294726
2017-12-15,29401899
2011-11-21,2294726
2001-01-01,2267461
2005,4676553
2002,29401899
2011-01-01,4935183
2001,2645530
2020-06-26,109798
2015-06-23,4935183
2000-10-24,29401899
2007-09-25,496403
1996-07-29,5712327
1998-01-01,1336105
2012-01-01,4780537
2000,4676553
2021-09-17,2294726
2000-10-24,29401899
2008-06-10,444789
1989-06-01,21818359
1994-11-01,21818359
1994-01-01,1336105
2013-09-27,1190165
1992-12-14,21818359
1999-01-01,3876734
2007-01-01,1190165
1996-08-06,9486216
2018-11-09,13835
2015-09-18,2260504
2021-01-08,29401899
2003-06-11,307857
1994,5712327
2013-09-10,152360
2000-11-28,1308167
2008-11-14,7473955
2013-11-11,4341837
2009-01-01,876116
1994-11-22,9486216
1988-08-23,1483170
1994-01-01,851574
1995-04-11,568911
2000,465231
1998-11-20,9486216
2020-11-06,3876734
2017-02-16,29401899
2018-04-06,3769778
2020-02-21,340422
2018-05-25,3646968
2008-01-01,4676553
2010-10-01,29401899
2006-06-25,6757154
2014-06-09,29401899
2013-11-15,2294726
2017-06-30,3016957
2012-01-01,4676553
2010-10-08,1190165
2008-06-23,4341837
2007-05-14,29401899
2019-05-28,29401899
2003-03-25,29401899
2013-01-01,947434
1994,5712327
2006-06-25,6757154
1999-04-13,2756299
