release_date,followers
2004-01-01,136741
2000-04-17,166914
2013-04-26,776202
2013-07-01,1354931
2014-07-28,794431
2019-08-16,1049132
2019-08-05,1375944
2015-09-30,725852
1995-03-22,778939
1998-07-23,1432004
1993-01-01,6862826
2017-04-14,604619
2022-05-12,283393
2006-06-20,29442
2016-12-16,339818
2009-01-01,2677468
2005-01-01,2177361
2015-06-30,604619
2015-07-17,2177361
2016-07-22,55764
2021-06-18,2677468
2015-07-17,2177361
2021-04-23,2177361
2013-01-01,326399
2010-08-25,75705
1993-01-01,372280
2012-04-10,604619
1999-01-01,2177361
2022-05-25,372280
2005-05-09,10035
2012-07-29,34964
2021-06-17,2677468
1997-06-30,2677468
2007-06-27,2177361
2009-02-23,2677468
1992-09-21,2677468
1997-06-30,2677468
2014-06-24,604619
2005-10-17,2677468
2004-08-23,2677468
2008-01-01,2177361
2022-10-07,40960
2022-10-14,283393
2022-10-14,283393
2022-10-14,283393
2022-10-14,283393
2022-10-14,283393
2007-06-27,2177361
1997-06-30,2677468
2001,326399
2022-10-14,283393
2022-10-14,283393
2022-10-14,283393
2022-10-14,283393
1994-04-04,2677468
2012-10-29,2177361
2020-12-14,40960
2012-07-02,70796
2022-10-07,2177361
2007-04-01,70796
2022-10-07,2177361
2002-01-01,2177361
2009-08-25,94757
2018-11-02,2677468
2019-04-05,604619
2005-06-13,61957
2018-04-02,40960
2022-05-12,283393
2018-01-12,339818
2015-03-30,2677468
2014,326399
2019-12-01,35531
1998-01-01,13088
2005-10-03,2677468
2002-03-04,61957
2004-08-23,2677468
2015-03-02,2337
2009-02-23,2677468
1997,35531
2009-02-23,2677468
1997-01-01,94757
1998,146342
2012-10-16,604619
1997-01-01,160224
1994-04-04,2677468
1997-06-30,2677468
2022-03-11,45329
1997-06-30,2677468
1999-01-01,2177361
2014-05-12,52
2016-08-05,283393
2015-02-09,4939
2021-06-04,3556
1996-01-01,2883
1996-01-01,2883
2020-02-14,40960
2019-04-12,2177361
2010-01-26,604619
2014-09-29,45329
2006-12-31,2341
1997-09-04,146342
2009-06-29,6818
2009-05-25,70796
2015-03-18,70796
2001-10-01,75705
2010-04-21,45329
2010-03-30,604619
2015-04-01,81456
2013-06-21,146342
1998-01-01,160224
2007-04-01,70796
2018-11-02,2677468
2017-08-18,339818
2010-06-14,2177361
2009-01-01,2677468
2022-07-29,372280
2022-04-15,326399
2003-08-18,94757
2022-04-08,40960
2010-03-02,5184
1997-01-01,2177361
1997-07-10,13750
2012-02-09,372280
1997-06-30,2677468
1997,35531
1998-01-01,160224
2016-08-31,60576
2019-04-12,2177361
2003-09-01,20728
2002-03-04,61957
2018-01-19,45329
2015-12-14,13895
2003-06-01,36986
2019-08-19,60576
2018-10-26,40960
2020-09-28,40960
2018-10-12,45329
2003-01-01,77452
1996-01-01,2883
2020-10-16,70796
1997-11-10,2677468
2008-01-01,2177361
2014-12-01,23358
2009-11-08,2677468
2009-05-25,70796
2015-04-01,4167
2009-09-01,3864
1998-01-01,160224
2021-05-07,70796
2009-11-08,2677468
2015-06-01,70796
2009-05-25,70796
2011-03-21,64985
2008-01-01,2177361
1993-01-01,94757
2005-10-17,2677468
2012-12-17,106772
2004-03-26,75705
2008-08-04,2677468
2013-12-16,3556
2014-10-27,106772
2015-11-11,2677468
2015-06-30,604619
1997-01-01,326399
2012-12-03,2677468
2020-06-26,604619
2013-09-24,604619
2022-05-12,283393
1997,146342
2022-06-30,2677468
2019-05-31,64985
1997,35531
2020-12-04,75705
2016-09-01,7384
2003-06-01,17163
2016-09-05,77452
2018-10-12,40960
1994-01-01,372280
2018-10-12,40960
2016-12-16,64985
2007-05-08,604619
2003-03-11,23358
1997-01-01,106772
1994-04-04,2677468
2005-12-01,3446
1999-01-01,372280
2001-03-26,586
2005-10-03,2677468
2002-03-04,61957
2007,15443
2014-02-27,45329
2006-09-01,64985
2015-06-01,70796
2017-10-27,45329
2001-10-01,75705
1997-03-24,2177361
2004,6047
2012-07-02,70796
1998-01-01,75705
2011-09-12,3864
2017-10-06,70796
2012-09-10,3232
2014-02-27,40960
2003-06-01,17163
2012-07-02,70796
2001,70796
2013-12-09,48709
2010-06-29,14880
2017-10-20,48709
1997-05-23,106772
1997-05-23,106772
2016-12-16,339818
2018-11-02,2677468
2004-08-23,2677468
2018-01-12,339818
1999-01-01,2177361
2019-04-05,604619
2010-10-19,604619
2015-09-11,64985
2022-05-04,48709
2011-08-01,36986
2018-10-12,40960
1997-06-30,2677468
2005-01-01,77452
2009-12-07,2062
2006-06-06,35531
1998-09-23,26859
1997,35531
2003-08-18,94757
2016-06-20,2337
1997-06-30,2677468
2007-07-01,3628
2020-10-16,70796
1995-01-01,2177361
1993-03-29,2677468
2015-09-11,64985
2014-11-25,339818
2014-10-13,15704
2007-05-08,604619
2014-02-27,45329
2015-06-01,70796
1995-01-01,2177361
1999-01-01,372280
2001-10-01,75705
1998-01-01,160224
2019-05-31,2337
2003-11-04,6047
2010-05-07,48709
2001-10-01,75705
2021-01-22,2106
2006-10-20,75705
1991-01-01,372280
1997-01-01,106772
2015-06-01,70796
2014-02-27,45329
2010-03-30,604619
2015-04-01,81456
2007-04-01,70796
2010-03-30,604619
2004-03-26,75705
2005-10-17,2677468
2015-08-31,283393
2015-11-06,339818
2013-01-08,283393
2009-01-01,2677468
2004-01-01,20728
2020-10-19,4137
2016-11-04,283393
2002-07-01,2677468
1997,146342
2012-02-09,372280
2004-08-23,2677468
2022-09-02,7726
2018-07-27,55764
2015-03-02,2337
1994-01-01,372280
2004,326399
2022-05-04,372280
2018-10-12,45329
1997-06-30,2677468
2010-03-28,77452
2018-09-14,372280
2013-07-05,45329
1999-10-11,2177361
2014-12-01,23358
2016-09-30,106772
2015-09-11,64985
2009-09-07,45329
2006-10-23,14880
2020-10-16,70796
2021-08-20,75705
2001-10-01,75705
1994-04-04,2677468
2008-09-05,48709
2022-04-20,372280
2016-10-31,45329
2020-07-09,70796
1997-01-01,106772
2017-01-23,13895
2020-10-16,70796
2012-09-10,3232
2014-12-01,23358
2017-05-17,48709
2006-10-23,14880
2003-01-01,77452
2003-01-13,32285
1998,75705
2017-10-27,45329
2003-06-01,17163
2012-07-02,70796
2003-01-01,77452
1997-06-13,2677468
2017-05-05,2177361
2019-03-29,604619
2004,29442
2005-01-01,2177361
2007-10-23,55764
2010-03-28,77452
2021-04-23,2177361
2005-01-25,35531
1997,35531
2019-04-12,2177361
2012-03-09,2708
2021-07-09,55764
2012-02-09,372280
2010-03-29,55764
2021-11-19,45329
2021-07-09,55764
2005-01-01,77452
2016-08-05,283393
2012-06-04,48709
1997-01-01,160224
2003-08-05,10035
1998-01-01,160224
1997-09-04,146342
2015-05-30,60576
2005-01-01,77452
2018-09-14,372280
2014-01-01,64985
2007-05-08,604619
2012-07-16,5802
1999-01-01,372280
2015-09-11,64985
2008-10-21,77452
2017-10-06,70796
2003-09-15,55764
2020-05-25,23358
2006-09-04,55764
1993-01-01,94757
2004-12-01,6047
2020-05-25,23358
1998-01-01,75705
2008-01-01,2177361
1998-01-01,160224
2014-02-27,45329
2021-02-23,70796
2008-01-01,2177361
2008-01-01,2177361
2009-05-25,70796
2004-03-26,75705
1998-01-01,160224
1991-01-01,372280
2013-01-08,339818
2016-12-16,339818
2004,29442
2018-11-05,6189
2008-01-01,94757
2003-01-01,77452
2009-01-01,372280
2003-08-18,94757
2014-06-24,604619
2003-05-21,146342
2000,36986
2013-09-24,339818
1999-01-01,372280
2020-04-17,45329
2022-02-11,7726
2004,1330
1998-01-01,75705
2007-05-08,604619
1994-01-01,372280
2016-06-10,106772
2013-09-24,339818
2011,12260
2010-03-28,77452
2017-10-27,45329
2011-12-05,48709
2007-05-08,604619
2021-08-20,75705
2009-05-25,70796
2010-02-08,15704
2011-03-21,64985
2015-05-05,339818
2022-03-11,45329
2017-05-17,48709
2014-04-14,17163
1998-01-01,75705
1994-01-01,372280
1994-01-01,372280
1998-01-01,75705
2017-10-27,45329
2012-06-04,48709
2015-06-01,70796
2018-02-16,14880
2007-04-01,70796
2021-02-23,70796
2015-04-01,4167
2011-07-18,17163
2009-05-25,70796
2005-10-17,2677468
2008,14880
2015-03-30,2677468
2009-01-01,2677468
2008-01-01,2177361
2018-01-12,339818
1990-01-01,372280
2019-12-01,35531
2008-01-01,2177361
2016-06-10,339818
1997-09-08,22643
2022-02-18,326399
1994-04-04,2677468
1999-10-25,146342
2005-07-11,2177361
2022-10-20,372280
2009-04-06,40960
2007-08-21,4929
1999-09-13,55764
2021-12-08,372280
1999-09-13,55764
2021-04-09,326399
2011,326399
2017-02-10,60576
1999-01-01,372280
2015-07-17,2177361
2002-06-17,32285
2019-11-22,2177361
2012-11-05,40960
2002,32285
2014-03-31,40960
2009-11-09,40960
2020-04-21,70796
2002-03-04,61957
2005-07-11,2177361
2015-06-08,7384
1998-01-01,160224
2008-01-01,2177361
2012-03-09,2708
2011-03-21,64985
2020-10-16,70796
1997-01-01,106772
2020-10-16,70796
2017-10-27,45329
2010-06-29,3864
2012-07-02,70796
2020-03-06,48709
2002,159044
2005-10-17,2677468
1993-12-14,9642
2006-03-14,3628
2007,15443
2016-06-17,604619
2010-05-24,283393
2021-12-17,283393
2016-06-17,604619
2022-05-12,283393
1992-09-21,2677468
2022-05-12,283393
2012-04-09,283393
2020-06-29,3676
2015-02-19,17163
2008-10-27,21
2017-09-22,64985
2022-04-15,7726
2020-05-08,3232
2005,36986
2017-09-11,4939
2022-09-30,34964
2022-02-18,283393
2007-05-08,604619
2021-05-28,23358
2020-04-13,6657
2005-01-01,77452
2005,8833
2003-06-01,36986
2022-03-28,8833
2003-06-01,17163
2017-02-10,60576
2007-05-08,604619
2013-04-29,64985
1994,159044
2010-03-30,604619
2004-06-21,372280
2007-05-08,604619
2003-06-01,17163
2014-09-29,45329
2003-08-18,94757
2017-02-10,60576
2018-08-24,23358
2017-09-03,60576
1995-01-01,94757
1994-04-04,2677468
1998-01-01,160224
2022-10-10,3904
1997,146342
2009-06-01,6818
2012-09-10,3232
2014-02-27,45329
2014-02-27,45329
1997-05-23,106772
2016-08-08,7908
2005-01-01,77452
2005-01-01,2177361
2018-01-12,339818
2018-11-02,2677468
2011-06-10,2177361
2020-07-31,64985
2014-08-19,339818
1998-01-01,13088
2010-06-14,2177361
2008-01-01,2177361
2006-10-20,75705
2009-12-07,2062
2010-05-07,75705
2005-01-01,77452
2018-07-27,55764
1995-06-05,2177361
2009-02-23,2677468
2017-09-29,48709
1999-01-01,2177361
2015-07-17,2177361
2015-08-21,946
1996-09-16,55764
2016-12-16,64985
1993-07-27,2677468
2020-02-14,40960
2006-10-20,75705
1992-09-07,2677468
2007-08-21,4929
2020-10-16,70796
2009-04-09,40960
2008-08-25,70796
2008-01-01,2177361
2020-09-11,2177361
2021-08-20,75705
2017-10-06,70796
2018-09-14,372280
1992-11-09,2677468
2008-01-01,2177361
1998-01-01,75705
2002,159044
2009,12260
2019-10-11,7351
2015-07-31,75705
2006-10-20,75705
2021-08-20,75705
2002-01-01,75705
2007-04-01,70796
2013-05-28,75705
2007-04-01,70796
2007-04-01,70796
2003-01-13,32285
2015-06-30,604619
2021-05-28,7384
2020-03-16,40960
2018-08-24,604619
2020-10-12,7726
2017-08-07,4137
2022-04-15,36986
2021-08-27,6189
2022-09-30,4939
2020-05-22,604619
2022-05-20,6189
2020-06-08,6189
2020-05-04,7726
2021-07-16,7384
2014-06-24,604619
2018-03-09,36986
2016-10-31,7726
2018-10-12,40960
2021-07-23,7726
2021-12-24,7726
2017-09-18,3904
2009-01-01,372280
2002,8833
2007-05-08,604619
2008,8833
2007-05-08,604619
2009-09-29,604619
1998-01-01,160224
2004-06-21,372280
2021-04-05,635
2001-01-01,94757
2016-04-22,23358
1993-01-01,94757
2002-01-01,94757
1997-09-08,22643
2011-07-18,36986
1993-01-01,94757
2019-03-11,6189
2007,15443
2017-10-11,20728
1997-01-01,106772
1997-01-01,106772
2017-07-17,40960
2017-10-27,45329
2003-06-01,17163
1993-01-01,94757
2004-12-01,6047
2018-06-15,40960
2014-02-27,45329
2010-06-14,2177361
2002,32285
2015-03-30,2677468
2015-11-11,2677468
2015-03-30,2677468
1994-05-16,2677468
2016-05-26,64985
2006-09-04,55764
2017-04-03,64985
1991,159044
2008-06-08,77452
2007-06-27,2177361
2005-01-01,77452
1997-01-01,2177361
2010-03-28,77452
2019-05-31,64985
2009-02-23,2677468
1998-01-01,160224
1997-06-30,2677468
2011-03-14,64985
2019-05-24,64985
1997-09-08,2177361
1995-08-28,2177361
2019-08-23,2177361
2019-05-31,64985
2019-05-31,64985
2019-11-22,2177361
2015-08-24,64985
2015-09-25,12260
2005-09-09,64985
1999-09-13,55764
2010-03-28,77452
2022-04-29,2177361
2019-11-22,2177361
1992-11-09,2677468
2005-03-28,2677468
2008-01-01,2177361
2012-12-03,2677468
2019-05-31,64985
1996-01-01,2883
2015-04-01,4167
2008-01-01,2177361
2002,32285
2003-09-15,55764
2014-09-08,159044
2008-05-06,2177361
2008-01-01,2177361
2012-12-03,2677468
2008-01-01,2177361
2015-06-22,64985
2010-09-08,283393
2017-12-01,604619
2007,3632
2014-01-27,283393
1999-09-16,6264
2005-12-01,3446
1999-05-18,13088
2014-06-24,604619
2007-05-08,604619
2022-01-28,48709
2020-10-30,48709
2007-05-08,604619
2010-01-26,604619
2019-04-12,2177361
2005-12-01,3446
2020-12-28,48709
2009-09-29,604619
2018-11-22,372280
1999-09-16,6264
2014-08-24,106772
1994-01-01,372280
2017-09-29,48709
2012-06-04,48709
2017-10-06,70796
2021-08-20,75705
2021-12-08,372280
2018-09-14,372280
2010-08-08,372280
2000-01-01,106772
2018-09-14,372280
1998,70796
2016-08-05,75705
2004,326399
2010-05-07,48709
2018-09-14,372280
2001-10-01,75705
2015-06-01,70796
2021-08-20,75705
2020-10-16,70796
1998,75705
1998-01-01,75705
1995,9642
2021-03-26,70796
1997-05-23,106772
1997-01-01,106772
1997-04-21,106772
1997-01-01,106772
2004-03-26,75705
1997-05-23,106772
2007-04-01,70796
2012-06-25,283393
2022-10-14,283393
2013-01-01,326399
2020-09-04,7384
2012-04-09,283393
2019-02-25,7384
2022-06-17,7384
1997-01-01,326399
2020-09-04,7384
2021-02-12,1019
2014-04-21,7384
1997-01-01,326399
2022-05-13,7384
2001,326399
2020-08-14,7384
1997-01-01,326399
2019-08-19,60576
2014-10-20,1109
2000-05-29,22643
2021-06-04,5802
2018-06-22,40960
1998,146342
2020-02-21,40960
2022-03-11,40960
2009-04-09,40960
2015-09-28,40960
1997-09-08,22643
2011-11-09,13895
2021-06-14,13895
2011-11-09,13895
2018-06-15,40960
2015-04-01,4167
2020-10-02,40960
2005-05-16,3864
2009-10-22,40960
2011-11-09,13895
2019-10-04,2106
2015-04-01,4167
2004,326399
2018-10-12,40960
2020-02-21,40960
2015-04-01,4167
2007,15443
2020-10-02,40960
2021-01-01,40960
2009-10-22,40960
2004,326399
2004-06-04,6047
2013-07-22,790
2015-06-22,40960
2000-10-24,146342
2022-08-19,4478
2011-07-01,9366
2004-11-29,3935
2016-06-03,23358
2015-11-10,36986
2017-08-04,3232
1998-01-01,160224
2018-04-23,45329
1995-01-01,94757
2008-06-01,36986
2011-10-17,45329
2021-01-25,8833
2009-04-13,15704
2016-04-22,23358
2017-06-30,23358
2019-05-31,36986
2003-06-01,36986
2014-12-01,23358
2020-02-21,45329
2009-04-13,15704
2008-06-01,36986
2022-03-11,45329
2014-02-27,45329
2005-10-03,4182
2010-02-08,15704
2009-06-29,6818
2018-08-24,23358
2018-02-16,14880
2020-05-25,23358
2004-10-19,14880
1993-01-01,94757
2022-03-31,94757
2003-03-11,23358
2014-12-22,45329
2021-10-29,3232
1997-09-04,146342
2002-01-01,94757
1998,146342
2017-10-27,45329
2005-10-03,4182
2018-02-16,14880
2017-10-27,45329
2014-02-27,45329
2017-10-27,45329
2014-02-27,45329
2014-12-22,45329
2006-10-23,14880
2014-02-27,45329
1999-10-25,146342
2013-01-08,283393
2002-06-17,32285
2010-05-09,2177361
2015-03-30,2677468
2002-01-01,2177361
2009-01-01,2677468
1992-09-21,2677468
2022-09-23,55764
2018-11-02,2677468
1992-09-21,2677468
1997-01-01,2177361
1999-01-01,2177361
2014-05-26,604619
2005-05-02,2177361
1999-09-13,55764
2022-06-17,2177361
2019-04-12,2177361
1999-10-11,2177361
2022-05-24,2177361
2019-04-12,2177361
2003-09-15,55764
2019-04-12,2177361
2005-10-03,2677468
1999-09-13,55764
2014-12-01,23358
2015-09-11,64985
2010-05-09,2177361
2010-03-28,77452
2019-05-31,64985
2003-09-15,55764
2015-01-27,2677468
2010-03-28,77452
1998-01-01,160224
2010-03-28,77452
2005-01-01,77452
2001-09-11,2177361
1996-01-01,2883
2015-09-11,64985
2001-01-01,4929
2002-11-19,2177361
2007-09-22,2177361
2005-03-28,2677468
2012-12-03,2677468
2008-01-01,2177361
1993-01-01,94757
1994-05-16,2677468
2005-01-01,77452
2008-01-01,2177361
2008-01-01,2177361
2008-01-01,2177361
2021-06-11,6657
2018-05-11,372280
2022-07-08,372280
2022-05-12,283393
2022-05-12,283393
2022-08-19,6657
2022-08-05,3904
2020-06-26,604619
2022-09-26,6657
2001-01-01,372280
1992-09-01,372280
2007-09-03,283393
2021-04-02,6657
2017-04-07,283393
2021-03-29,7726
2017-02-27,7370
2021-07-23,7726
2022-02-14,7726
2012-05-25,372280
2021-08-27,6657
2020-01-13,3904
2021-05-14,3676
2017-08-07,7726
2016-06-27,4137
2006-08-27,2341
2018-06-29,372280
2021-03-30,6189
2017-11-10,17163
1994-01-01,372280
2018-09-28,48709
2016-08-05,283393
2004-06-21,372280
2016-09-09,17163
2020-02-03,106772
2014-10-28,604619
1997-01-01,106772
2012-05-27,283393
2018-09-14,372280
2012-09-02,372280
2008-02-22,45329
2021-08-20,75705
2021-07-23,75705
2010-08-25,75705
2003-06-01,17163
1997-05-23,106772
2000-01-01,106772
2021-02-23,70796
1998-01-01,75705
1997-01-01,106772
1997-05-23,106772
1998,70796
2021-03-15,13895
2019-12-01,35531
2020-02-07,45404
2021-09-03,40960
2018-03-19,40960
2021-05-21,798
2022-01-07,40960
2021-02-26,40960
2021-09-23,48709
2022-05-26,40960
2020-02-17,7384
2004,651
2002-01-01,13088
2004-12-01,583
2010-03-02,5184
2004,1609
2020-10-02,40960
2022-02-11,40960
2007,3632
2013-06-17,5802
2004-05-04,6047
1998-01-01,13088
2016-04-01,48709
2013-12-17,13895
2014-05-12,75705
1996,326399
2017-10-27,75705
2017-10-06,70796
2020-10-16,70796
2017-05-17,48709
2017-05-17,48709
2001-01-01,5802
1997,75705
2020-10-02,40960
2014-06-23,61957
2007-01-01,326399
2006-10-20,75705
2021-03-19,75705
2021-08-20,75705
2001-10-01,75705
2021-03-26,70796
2006-10-20,75705
2017-10-06,70796
2010-05-07,48709
2015-06-01,70796
2020-04-24,22643
2004-12-01,6047
2007-04-01,70796
2015-06-22,8736
1999-01-01,4317
2005-05-30,61957
1992,159044
2021-01-01,40960
2005-01-25,326399
2021-12-17,40960
2022-09-22,4478
1997-02-28,146342
2021-05-14,1019
2008-02-22,4744
2002-03-04,61957
2014-11-17,7384
1999-07-16,798
2021-01-08,13895
2018-05-21,45329
2018-05-21,45329
2014-04-14,45329
2018-05-21,45329
2019-08-19,60576
2006-10-07,479
1998,146342
2011-11-09,13895
2012-11-01,13895
2015-03-09,60576
2020-11-20,45329
2012-11-19,45329
2014,326399
1997-09-08,22643
2012-11-01,13895
2011-11-09,13895
2015-05-29,15443
1999-10-25,146342
1994,159044
2018-06-01,61957
2014-06-23,61957
2015-06-22,40960
1997-01-01,159044
2002,159044
2006-03-20,1609
2015-04-01,4167
2007-12-03,706
2015-11-23,45329
2014-02-27,40960
1992,159044
2007-09-15,3628
1999,146342
2015-06-22,8736
2014-12-22,40960
2014-12-22,45329
2002,159044
2015-11-20,63371086
2011-01-24,63371086
2015-11-20,63371086
2021-10-14,63371086
2011-01-24,63371086
2012-10-04,63371086
2015-11-20,63371086
2021-11-19,63371086
2011-01-24,63371086
2015-11-20,63371086
2021-11-19,63371086
2015-11-20,63371086
2022-02-28,1406435
2018-10-26,608198
2014-03-10,1406435
2006,9509088
1969-09-26,29671796
1965-08-06,29671796
1970-05-08,29671796
2022-10-07,1988664
2022-10-20,2556013
2022-10-18,2556013
2022-10-20,2556013
2022-10-14,1988664
2022-10-12,2556013
2022-10-17,2556013
2022-10-14,1505155
2022-10-07,1505155
2022-10-14,1505155
2022-10-07,15130828
2022-10-14,1505155
2022-10-07,1505155
2022-10-07,1505155
2022-10-14,1505155
2022-10-07,15130828
2022-10-07,15130828
2022-10-14,1505155
2022-10-14,330181
2022-10-19,15130828
2022-10-12,15130828
2022-10-19,15130828
2022-10-07,15130828
2022-10-17,63255
2022-10-21,15130828
2022-10-18,15130828
2022-10-20,15130828
2022-10-21,15130828
2022-10-12,15130828
2022-10-20,15130828
2022-10-20,15130828
2008-01-27,63371086
2019-02-14,2556013
2006-11-17,29671796
1994-05-31,1988664
2021-11-19,63371086
1969-09-26,29671796
2021-11-19,63371086
1965-12-03,29671796
2015-11-20,63371086
1968-11-22,29671796
2011-01-24,63371086
2007,3696598
2000-11-13,29671796
2000-11-13,29671796
1966-04-15,15130828
1968-11-22,29671796
2014-09-01,608198
1987-10-19,2554567
2020-12-04,2556013
1965-07-30,15130828
1969-12-05,15130828
1970-11-23,2080352
1963-03-22,29671796
2014-09-08,15495
1965-12-03,29671796
2022-10-20,781541
2022-10-13,613283
2022-10-07,1988664
1971-08-14,5646145
2022-10-12,3310
2022-10-07,16512
2022-10-12,1591334
2022-10-12,87896
2022-10-07,781541
2022-10-07,1123670
2022-10-14,1988664
2022-10-18,1123670
2022-10-21,2611269
2022-10-07,833543
2022-10-07,2611269
2022-10-07,2611269
2022-10-07,3171524
2022-10-14,833543
2022-10-14,2611269
2022-10-13,84116
2022-10-21,3171524
2022-10-21,970765
2022-10-21,532851
2022-10-07,3171524
2022-10-18,532851
1996-04-22,131055
2017-02-24,1591334
2016-07-15,1591334
2006-01-01,833543
2009-01-01,124038
2011-01-24,63371086
2000,110174
2018-05-18,2556013
2022-08-30,2556013
2014-01-01,29671796
2017-03-03,944649
2015-11-20,63371086
2009-04-22,110174
1973-04-02,29671796
1969-09-26,29671796
2011-01-01,2014430
2011-01-24,63371086
2014-09-01,608198
1967-11-27,29671796
1970-11-23,2080352
1968-11-22,29671796
1990-01-01,756855
2006-01-09,1175769
1973-08-31,15130828
1965-08-06,29671796
2019-10-18,2556013
2022-10-14,970770
2022-10-14,970770
1966-08-05,29671796
2022-10-14,970770
1981-08-24,15130828
1971-08-14,5646145
2022-10-14,970770
2022-10-21,970770
2022-10-21,970770
2022-10-21,970770
2022-10-07,970770
2022-10-07,970770
2022-10-14,970770
2022-10-14,970770
2022-10-10,287973
2022-10-20,879879
2022-10-17,22397
2022-10-14,1107743
2022-10-11,1175769
2022-10-15,1107743
2022-10-11,556466
2022-10-07,192435
2022-10-21,192435
2022-10-21,192435
2021-11-19,63371086
2007-06-25,26417
2016-07-15,1591334
2000-08-14,944649
2014-08-04,781541
2009-07-14,52783
2021-11-19,63371086
2010-01-01,268362
2000-11-13,4625638
1964-07-10,29671796
2019-08-23,2556013
2012-01-30,40960
2019-08-15,296312
2021-07-02,37074
2015-11-20,63371086
2022-08-05,11897
1970-05-08,29671796
1963-11-22,29671796
1967-06-01,29671796
1965-12-03,29671796
1970-11-01,769118
2000-11-13,29671796
2016-09-23,334832
1978-06-09,15130828
2020-06-05,178693
2011-01-01,2014430
1965-05-01,1123670
2011-01-01,2014430
2006,9509088
1973-04-02,29671796
2022-10-21,257763
2006,9509088
1987,3171524
2022-10-14,257763
2022-10-21,257763
2022-10-14,257763
2022-10-14,257763
2022-10-14,257763
1971-04-23,15130828
2022-10-14,257763
1968-12-06,15130828
1972-02-25,891021
2022-10-18,769118
2022-10-11,1326586
2022-10-11,769118
2022-10-07,218927
1971-10-01,2080352
2022-10-08,218927
2022-10-19,184506
2022-10-20,218927
2006-10-27,9509088
2011-01-24,63371086
2015-11-20,63371086
2015-02-09,781541
2008-11-17,63371086
2007-04-16,372841
2018-07-13,87896
2006-11-17,29671796
1968-11-22,29671796
2015-11-13,334832
2021-11-19,63371086
2020-10-09,15130828
2018-02-09,944649
2012-01-30,40960
2022-09-02,2556013
1994-10-31,4625638
1969-09-26,29671796
2021-11-19,63371086
2021-11-19,63371086
2016-11-04,43898
1970-01-01,108332
1987,3171524
2014-07-25,2723744
1967-06-01,29671796
2018-10-26,608198
2019-04-26,334832
1964-07-10,29671796
1969-12-05,15130828
2020-12-04,2556013
1963-03-22,29671796
2009-08-04,279273
2017-01-27,215400
1963-03-22,29671796
2008-01-01,23345
2022-10-10,9952
2022-10-07,99042
2022-10-12,87521
2006,9509088
2022-10-14,320799
1971-10-01,2080352
2022-10-20,218927
2022-10-14,124038
2022-10-06,51504
2022-10-20,51504
2022-10-20,229878
2022-10-20,51504
2022-10-06,51504
2022-10-20,300437
2022-10-21,51504
2022-10-21,51504
2020-01-09,613283
2022-03-23,1406435
2014-01-01,35340
2015-08-07,130639
2022-03-11,2556013
2011-01-24,63371086
2022-05-06,2556013
2019-07-19,170380
2021-11-19,63371086
2004,1988664
2021-07-02,37074
2019-07-19,170380
1989-08-15,15130828
2001-12-04,146144
2008,970765
2021-11-12,1107743
2020-12-04,2556013
2022-10-07,87896
2014-01-01,29671796
1969-09-26,29671796
1973-04-01,29671796
2015-02-10,87521
1972-08-25,2723744
2001-01-01,287973
1978-06-09,15130828
1970-05-08,29671796
1967-06-01,29671796
2022-10-21,579
2015-11-20,63371086
1968-01-01,1036429
2010-01-01,529268
2022-10-21,579
1966-08-05,29671796
2022-10-21,579
2013-10-25,553820
2022-10-21,579
2018-10-26,608198
1967-06-01,29671796
2022-10-21,579
1969-03-31,532851
2022-10-07,87896
2005-12-13,146144
1965-12-03,29671796
2020-11-20,104971
2011-02-23,1011
1968-11-22,29671796
1971-08-14,5646145
2022-10-21,600346
2014-05-12,297297
1967-11-27,29671796
2000,171012
2004-01-01,146144
2007-05-23,24821
2014-04-11,1505155
2016-10-21,121408
2014-01-01,87521
2022-10-14,87896
2019-07-19,170380
2022-10-14,87896
2012-10-30,87896
2022-10-14,87896
2011-05-30,87521
2022-10-14,87896
2022-10-14,87896
2000-11-13,29671796
2010-01-01,268362
2022-10-14,87896
2022-10-14,87896
2022-10-14,87896
2000-11-13,29671796
2009-05-29,1505155
2022-10-14,87896
2022-10-14,87896
2022-10-14,87896
2022-10-14,87896
2022-10-14,87896
2022-10-14,87896
2022-10-14,87896
2022-10-14,87896
2022-10-14,87896
2022-10-14,87896
2022-10-14,87896
2002-01-01,279273
2022-10-14,87896
2022-10-14,87896
1969-09-26,29671796
2022-10-14,87896
2007,3696598
2022-10-14,87896
2022-10-14,87896
2022-10-14,87896
2022-09-30,29671796
2022-10-14,87896
2022-10-14,87896
2022-10-14,87896
2022-10-14,87896
2022-10-14,87896
2022-10-14,87896
1970-06-26,556466
1965-08-06,29671796
1994-10-31,4625638
2000-08-14,944649
2020-12-02,2556013
1992-10-26,4625638
2022-07-29,944649
2009-12-07,3696598
2002-09-26,600346
2000-11-13,29671796
1966-08-05,29671796
2006-01-09,1175769
2021-08-19,2556013
2007-01-30,1505155
2022-10-07,87896
2022-10-07,87896
1971-08,595041
2019-05-03,499862
2022-10-14,87896
2006,9509088
2022-10-14,87896
2014-10-06,224776
2022-10-07,87896
2022-10-07,87896
2022-10-14,87896
2022-10-07,87896
2022-10-14,87896
2022-10-07,87896
1965-12-03,29671796
1966-01-01,15130828
2022-10-07,87896
2022-10-07,87896
2022-10-14,87896
2022-10-14,87896
2022-10-07,87896
